iter	Logloss
294	0.03772287426
295	0.03769764162
296	0.03768363169
297	0.03766393661
298	0.03765062491
299	0.03763213328
300	0.0376187052
301	0.03760243597
302	0.03758575235
303	0.03756970735
304	0.03755101703
305	0.03753764005
306	0.03752231882
307	0.03750858704
308	0.03748492968
309	0.03746679851
310	0.03745459943
311	0.03743892057
312	0.03742633547
313	0.03740578038
314	0.0373928036
315	0.03738024973
316	0.03736325389
317	0.03735035942
318	0.03733703636
319	0.03732047195
320	0.03730815933
321	0.03729645127
322	0.03728495325
323	0.03727400587
324	0.03726083892
325	0.03724929265
326	0.03723775773
327	0.03722132955
328	0.0372089034
329	0.03719768638
330	0.03718694619
331	0.03717703763
332	0.03716408071
333	0.03715311346
334	0.03714050565
335	0.03712845132
336	0.03711631752
337	0.03709678707
338	0.03708451986
339	0.03707177298
340	0.03705493041
341	0.03704294988
342	0.0370248102
343	0.03701489028
344	0.0369965207
345	0.03698195162
346	0.03696393967
347	0.03695426952
348	0.03693636826
349	0.03692125423
350	0.03691100223
351	0.03689390421
352	0.03688476199
353	0.03687505495
354	0.03686535926
355	0.03685570047
356	0.03683989672
357	0.03682364452
358	0.03681058543
359	0.03680130414
360	0.03678813435
361	0.03678009624
362	0.03676862376
363	0.03675572645
364	0.03674359549
365	0.03672781445
366	0.03671666554
367	0.03670736438
368	0.03669712089
369	0.03668690863
370	0.03667509272
371	0.03666626272
372	0.03665161984
373	0.03664222502
374	0.03662629922
375	0.03661696116
376	0.0366084008
377	0.0366007714
378	0.03659046832
379	0.03658107917
380	0.0365715481
381	0.03656198865
382	0.03655162312
383	0.03654264836
384	0.03653254112
385	0.03652361177
386	0.03651422546
387	0.03650489875
388	0.03649676698
389	0.03648660013
390	0.03647817884
391	0.03646973201
392	0.03646182446
393	0.03645193861
394	0.03644373871
395	0.036436308
396	0.03642364059
397	0.03641607648
398	0.03640695981
399	0.03639874572
400	0.03639050892
401	0.03638236296
402	0.03637354715
403	0.03636468308
404	0.03635261172
405	0.03634471837
406	0.03633568117
407	0.03632682278
408	0.03631925583
409	0.03630747682
410	0.03629768462
411	0.03628853105
412	0.03627986
413	0.03627208301
414	0.03626395691
415	0.03625312873
416	0.03624519564
417	0.0362371263
418	0.03622622149
419	0.03621759017
420	0.03620965708
421	0.03620225475
422	0.03619416555
423	0.03618643114
424	0.03617930412
425	0.03617169176
426	0.03616376718
427	0.0361551614
428	0.03614723115
429	0.03613862537
430	0.03613135361
431	0.03612254347
432	0.03611495949
433	0.03610619477
434	0.03609956446
435	0.03609239487
436	0.03608521393
437	0.03607871135
438	0.03607225702
439	0.03606549047
440	0.03605878353
441	0.03604998191
442	0.03604318982
443	0.03603553772
444	0.03602829717
445	0.03602047194
446	0.03601436956
447	0.03600804011
448	0.03599747306
449	0.03599090236
450	0.03598481701
451	0.0359789871
452	0.03597184874
453	0.03596515315
454	0.03595458326
455	0.03594762938
456	0.03594141915
457	0.03593298367
458	0.03592781794
459	0.03592176097
460	0.03591525838
461	0.03590907653
462	0.03590252854
463	0.03589612813
464	0.03588837669
465	0.03588238217
466	0.03587344715
467	0.03586737883
468	0.03586133889
469	0.03585472845
470	0.03584898937
471	0.0358434064
472	0.0358383315
473	0.03583158198
474	0.03582613809
475	0.035820487
476	0.0358145464
477	0.0358085831
478	0.03580321017
479	0.03579713333
480	0.03579190232
481	0.03578500237
482	0.03577942224
483	0.03577343055
484	0.03576425144
485	0.0357591822
486	0.03575350841
487	0.03574791976
488	0.03574174359
489	0.03573630537
490	0.03573080188
491	0.03572502307
492	0.03571987152
493	0.03571439925
494	0.03570909727
495	0.03570373853
496	0.03569820949
497	0.03569217807
498	0.03568667741
499	0.03568043028
